period,series,unit,value
2025,Land Transport Services,Per Cent,5.1
2016,Bus & Train Fares,Per Cent,-0.9
2017,Bus & Train Fares,Per Cent,-4.2
2018,Bus & Train Fares,Per Cent,-2.1
2019,Bus & Train Fares,Per Cent,4.4
2020,Bus & Train Fares,Per Cent,7
2021,Bus & Train Fares,Per Cent,0
2022,Bus & Train Fares,Per Cent,2.2
2023,Bus & Train Fares,Per Cent,3
2024,Bus & Train Fares,Per Cent,6.8
2025,Bus & Train Fares,Per Cent,6
2016,Point-To-Point Transport Services,Per Cent,0.3
2017,Point-To-Point Transport Services,Per Cent,0
2018,Point-To-Point Transport Services,Per Cent,0
2019,Point-To-Point Transport Services,Per Cent,0
2020,Point-To-Point Transport Services,Per Cent,-1
2021,Point-To-Point Transport Services,Per Cent,4.6
2022,Point-To-Point Transport Services,Per Cent,14.2
2023,Point-To-Point Transport Services,Per Cent,3.3
2024,Point-To-Point Transport Services,Per Cent,7.2
2025,Point-To-Point Transport Services,Per Cent,4.3
2016,Commuting Fares,Per Cent,3.8
2017,Commuting Fares,Per Cent,2.6
2018,Commuting Fares,Per Cent,1.3
2019,Commuting Fares,Per Cent,0.5
2020,Commuting Fares,Per Cent,-0.2
2021,Commuting Fares,Per Cent,-0.5
2022,Commuting Fares,Per Cent,1.2
2023,Commuting Fares,Per Cent,4.8
2024,Commuting Fares,Per Cent,5.8
2025,Commuting Fares,Per Cent,4.1
2025,Other Land Transport Services,Per Cent,-1
2006,Other Transport Services,Per Cent,-0.8
2007,Other Transport Services,Per Cent,2.6
2008,Other Transport Services,Per Cent,11.3
2009,Other Transport Services,Per Cent,-11.3
2010,Other Transport Services,Per Cent,3.9
2011,Other Transport Services,Per Cent,4.6
2012,Other Transport Services,Per Cent,0.5
2013,Other Transport Services,Per Cent,1.8
2014,Other Transport Services,Per Cent,0.9
2015,Other Transport Services,Per Cent,-3.1
2016,Other Transport Services,Per Cent,-2.3
2017,Other Transport Services,Per Cent,0
2018,Other Transport Services,Per Cent,1.5
2019,Other Transport Services,Per Cent,0.7
2020,Other Transport Services,Per Cent,-3.1
2021,Other Transport Services,Per Cent,4.1
2022,Other Transport Services,Per Cent,12.8
2023,Other Transport Services,Per Cent,-2.9
2024,Other Transport Services,Per Cent,-2.9
2025,Other Transport Services,Per Cent,-2.2
2016,Airfares,Per Cent,-2.4
2017,Airfares,Per Cent,-0.1
2018,Airfares,Per Cent,1.5
2019,Airfares,Per Cent,0.7
2020,Airfares,Per Cent,-3.4
2021,Airfares,Per Cent,4.1
2022,Airfares,Per Cent,11.8
2023,Airfares,Per Cent,-2.7
2024,Airfares,Per Cent,-2.9
2025,Airfares,Per Cent,-2.2
2016,Seafares,Per Cent,0.9
2017,Seafares,Per Cent,3.4
2018,Seafares,Per Cent,-1.1
2019,Seafares,Per Cent,0
2020,Seafares,Per Cent,0.4
2021,Seafares,Per Cent,-0.4
2022,Seafares,Per Cent,79.8
2023,Seafares,Per Cent,-13.7
2024,Seafares,Per Cent,1.3
2025,Seafares,Per Cent,-0.5
2025,Travel Insurance,Per Cent,-3.6
2006,Transport Services Of Goods,Per Cent,1.3
2007,Transport Services Of Goods,Per Cent,11.4
2008,Transport Services Of Goods,Per Cent,2.5
2009,Transport Services Of Goods,Per Cent,-4.6
2010,Transport Services Of Goods,Per Cent,-0.1
2011,Transport Services Of Goods,Per Cent,3.5
2012,Transport Services Of Goods,Per Cent,11.7
2013,Transport Services Of Goods,Per Cent,6.5
2014,Transport Services Of Goods,Per Cent,2.6
2015,Transport Services Of Goods,Per Cent,3.4
2016,Transport Services Of Goods,Per Cent,0.7
2017,Transport Services Of Goods,Per Cent,0
2018,Transport Services Of Goods,Per Cent,2.7
2019,Transport Services Of Goods,Per Cent,1.5
2020,Transport Services Of Goods,Per Cent,1
2021,Transport Services Of Goods,Per Cent,-4.4
2022,Transport Services Of Goods,Per Cent,2.3
2023,Transport Services Of Goods,Per Cent,4.3
2024,Transport Services Of Goods,Per Cent,6.7
2025,Transport Services Of Goods,Per Cent,-0.7
1962,Information & Communication,Per Cent,0
1963,Information & Communication,Per Cent,0
1964,Information & Communication,Per Cent,0
1965,Information & Communication,Per Cent,0
1966,Information & Communication,Per Cent,0
1967,Information & Communication,Per Cent,0
1968,Information & Communication,Per Cent,0
1969,Information & Communication,Per Cent,0
1970,Information & Communication,Per Cent,0
1971,Information & Communication,Per Cent,0
1972,Information & Communication,Per Cent,0
1973,Information & Communication,Per Cent,2
1974,Information & Communication,Per Cent,4.3
1975,Information & Communication,Per Cent,1.4
1976,Information & Communication,Per Cent,0.3
1977,Information & Communication,Per Cent,-0.1
1978,Information & Communication,Per Cent,1.6
1979,Information & Communication,Per Cent,0.3
1980,Information & Communication,Per Cent,-0.9
1981,Information & Communication,Per Cent,-1.6
1982,Information & Communication,Per Cent,-5.6
1983,Information & Communication,Per Cent,-3.4
1984,Information & Communication,Per Cent,2.1
1985,Information & Communication,Per Cent,-6.8
1986,Information & Communication,Per Cent,-3.1
1987,Information & Communication,Per Cent,0.4
1988,Information & Communication,Per Cent,0.1
1989,Information & Communication,Per Cent,1.5
1990,Information & Communication,Per Cent,-0.5
1991,Information & Communication,Per Cent,3.3
1992,Information & Communication,Per Cent,-1.1
1993,Information & Communication,Per Cent,-0.5
1994,Information & Communication,Per Cent,1
1995,Information & Communication,Per Cent,-3.6
1996,Information & Communication,Per Cent,-2.5
1997,Information & Communication,Per Cent,-2
1998,Information & Communication,Per Cent,-2.9
1999,Information & Communication,Per Cent,-3.1
2000,Information & Communication,Per Cent,-3.3
2001,Information & Communication,Per Cent,-2.9
2002,Information & Communication,Per Cent,-1.2
2003,Information & Communication,Per Cent,0.2
2004,Information & Communication,Per Cent,-0.6
2005,Information & Communication,Per Cent,-1.2
2006,Information & Communication,Per Cent,-2
2007,Information & Communication,Per Cent,-0.3
2008,Information & Communication,Per Cent,-0.3
2009,Information & Communication,Per Cent,-0.7
2010,Information & Communication,Per Cent,-2.5
2011,Information & Communication,Per Cent,-6.8
2012,Information & Communication,Per Cent,-0.4
2013,Information & Communication,Per Cent,-0.5
2014,Information & Communication,Per Cent,0.3
2015,Information & Communication,Per Cent,0.3
2016,Information & Communication,Per Cent,-0.4
2017,Information & Communication,Per Cent,0.2
2018,Information & Communication,Per Cent,-0.8
2019,Information & Communication,Per Cent,-1.4
2020,Information & Communication,Per Cent,0.3
2021,Information & Communication,Per Cent,-0.7
2022,Information & Communication,Per Cent,-0.8
2023,Information & Communication,Per Cent,2.7
2024,Information & Communication,Per Cent,0.8
2025,Information & Communication,Per Cent,-1.9
2006,Information & Communication Equipment,Per Cent,-8.9
2007,Information & Communication Equipment,Per Cent,-7.7
2008,Information & Communication Equipment,Per Cent,-6.9
2009,Information & Communication Equipment,Per Cent,-5.3
2010,Information & Communication Equipment,Per Cent,-4
2011,Information & Communication Equipment,Per Cent,-4.5
2012,Information & Communication Equipment,Per Cent,-4.1
2013,Information & Communication Equipment,Per Cent,-2.1
2014,Information & Communication Equipment,Per Cent,-0.2
2015,Information & Communication Equipment,Per Cent,-0.9
2016,Information & Communication Equipment,Per Cent,-0.9
2017,Information & Communication Equipment,Per Cent,-1.6
2018,Information & Communication Equipment,Per Cent,-2.1
2019,Information & Communication Equipment,Per Cent,-6.5
2020,Information & Communication Equipment,Per Cent,-2.9
2021,Information & Communication Equipment,Per Cent,-2
2022,Information & Communication Equipment,Per Cent,2.3
2023,Information & Communication Equipment,Per Cent,-0.5
2024,Information & Communication Equipment,Per Cent,0.4
2025,Information & Communication Equipment,Per Cent,-2.8
2025,Mobile Telephone Equipment,Per Cent,-9.3
2016,Information Processing Equipment,Per Cent,-0.9
2017,Information Processing Equipment,Per Cent,-0.7
2018,Information Processing Equipment,Per Cent,-0.1
2019,Information Processing Equipment,Per Cent,-0.7
2020,Information Processing Equipment,Per Cent,-1.3
2021,Information Processing Equipment,Per Cent,-2.8
2022,Information Processing Equipment,Per Cent,-1.4
2023,Information Processing Equipment,Per Cent,-0.8
2024,Information Processing Equipment,Per Cent,3.4
2025,Information Processing Equipment,Per Cent,0.5
2025,"Equipment For The Reception, Recording & Reproduction Of Sound & Vision",Per Cent,1.9
2016,Unrecorded Recording Media,Per Cent,-1.1
2017,Unrecorded Recording Media,Per Cent,1.3
2018,Unrecorded Recording Media,Per Cent,-2.9
2019,Unrecorded Recording Media,Per Cent,-22
2020,Unrecorded Recording Media,Per Cent,5.6
2021,Unrecorded Recording Media,Per Cent,-11.1
2022,Unrecorded Recording Media,Per Cent,2.9
2023,Unrecorded Recording Media,Per Cent,-1.7
2024,Unrecorded Recording Media,Per Cent,17.4
2025,Unrecorded Recording Media,Per Cent,0
2025,Information & Communication Equipment & Accessories Nec,Per Cent,-2.7
2006,Software Excl Games,Per Cent,-7
2007,Software Excl Games,Per Cent,-2.5
2008,Software Excl Games,Per Cent,-0.7
2009,Software Excl Games,Per Cent,0.4
2010,Software Excl Games,Per Cent,-6.6
2011,Software Excl Games,Per Cent,-2.4
2012,Software Excl Games,Per Cent,0
2013,Software Excl Games,Per Cent,0
2014,Software Excl Games,Per Cent,0
2015,Software Excl Games,Per Cent,0
2016,Software Excl Games,Per Cent,0
2017,Software Excl Games,Per Cent,0
2018,Software Excl Games,Per Cent,0.2
2019,Software Excl Games,Per Cent,1.8
2020,Software Excl Games,Per Cent,0
2021,Software Excl Games,Per Cent,0
2022,Software Excl Games,Per Cent,0
2023,Software Excl Games,Per Cent,0
2024,Software Excl Games,Per Cent,-2.9
2025,Software Excl Games,Per Cent,0
2006,Information & Communication Services,Per Cent,-0.2
2007,Information & Communication Services,Per Cent,1.4
2008,Information & Communication Services,Per Cent,1
2009,Information & Communication Services,Per Cent,0.3
2010,Information & Communication Services,Per Cent,-2.2
2011,Information & Communication Services,Per Cent,-7.2
2012,Information & Communication Services,Per Cent,0.3
2013,Information & Communication Services,Per Cent,-0.2
2014,Information & Communication Services,Per Cent,0.4
2015,Information & Communication Services,Per Cent,0.5
2016,Information & Communication Services,Per Cent,-0.3
2017,Information & Communication Services,Per Cent,0.5
2018,Information & Communication Services,Per Cent,-0.6
2019,Information & Communication Services,Per Cent,-0.5
2020,Information & Communication Services,Per Cent,0.9
2021,Information & Communication Services,Per Cent,-0.4
2022,Information & Communication Services,Per Cent,-1.4
2023,Information & Communication Services,Per Cent,3.3
2024,Information & Communication Services,Per Cent,0.8
2025,Information & Communication Services,Per Cent,-1.6
2025,Fixed Communication Services,Per Cent,0
2025,Mobile Communication Services,Per Cent,-0.2
2025,"Internet, Bundled & Other Telecommunication Services",Per Cent,-3
2016,Information & Communication Services Nec,Per Cent,2.7
2017,Information & Communication Services Nec,Per Cent,-1.2
2018,Information & Communication Services Nec,Per Cent,1.1
2019,Information & Communication Services Nec,Per Cent,-1
2020,Information & Communication Services Nec,Per Cent,2.4
2021,Information & Communication Services Nec,Per Cent,-3.4
2022,Information & Communication Services Nec,Per Cent,2.1
2023,Information & Communication Services Nec,Per Cent,3.6
2024,Information & Communication Services Nec,Per Cent,1.6
2025,Information & Communication Services Nec,Per Cent,1.5
1962,"Recreation, Sport & Culture",Per Cent,0
1963,"Recreation, Sport & Culture",Per Cent,-0.1
1964,"Recreation, Sport & Culture",Per Cent,0.1
1965,"Recreation, Sport & Culture",Per Cent,0
1966,"Recreation, Sport & Culture",Per Cent,0
1967,"Recreation, Sport & Culture",Per Cent,0
1968,"Recreation, Sport & Culture",Per Cent,0
1969,"Recreation, Sport & Culture",Per Cent,0
1970,"Recreation, Sport & Culture",Per Cent,0
1971,"Recreation, Sport & Culture",Per Cent,3.1
1972,"Recreation, Sport & Culture",Per Cent,0.5
1973,"Recreation, Sport & Culture",Per Cent,1.3
1974,"Recreation, Sport & Culture",Per Cent,9.2
1975,"Recreation, Sport & Culture",Per Cent,0.5
