period,series,unit,value,month
2007 Dec,All Items,Index,69.727,2007-12-01
2008 Jan,All Items,Index,70.46,2008-01-01
2008 Feb,All Items,Index,70.937,2008-02-01
2008 Mar,All Items,Index,71.0,2008-03-01
2008 Apr,All Items,Index,72.117,2008-04-01
2008 May,All Items,Index,72.561,2008-05-01
2008 Jun,All Items,Index,72.428,2008-06-01
2008 Jul,All Items,Index,73.218,2008-07-01
2008 Aug,All Items,Index,73.497,2008-08-01
2008 Sep,All Items,Index,73.34,2008-09-01
2008 Oct,All Items,Index,74.15,2008-10-01
2008 Nov,All Items,Index,74.1,2008-11-01
2008 Dec,All Items,Index,73.459,2008-12-01
2009 Jan,All Items,Index,73.463,2009-01-01
2009 Feb,All Items,Index,73.229,2009-02-01
2009 Mar,All Items,Index,72.814,2009-03-01
2009 Apr,All Items,Index,72.344,2009-04-01
2009 May,All Items,Index,72.729,2009-05-01
2009 Jun,All Items,Index,72.41,2009-06-01
2009 Jul,All Items,Index,73.029,2009-07-01
2009 Aug,All Items,Index,73.29,2009-08-01
2009 Sep,All Items,Index,73.034,2009-09-01
2009 Oct,All Items,Index,73.473,2009-10-01
2009 Nov,All Items,Index,73.514,2009-11-01
2009 Dec,All Items,Index,73.071,2009-12-01
2010 Jan,All Items,Index,73.616,2010-01-01
2010 Feb,All Items,Index,73.93,2010-02-01
2010 Mar,All Items,Index,73.987,2010-03-01
2010 Apr,All Items,Index,74.664,2010-04-01
2010 May,All Items,Index,75.093,2010-05-01
2010 Jun,All Items,Index,74.377,2010-06-01
2010 Jul,All Items,Index,75.329,2010-07-01
2010 Aug,All Items,Index,75.677,2010-08-01
2010 Sep,All Items,Index,75.72,2010-09-01
2010 Oct,All Items,Index,76.06,2010-10-01
2010 Nov,All Items,Index,76.312,2010-11-01
2010 Dec,All Items,Index,76.427,2010-12-01
2011 Jan,All Items,Index,77.674,2011-01-01
2011 Feb,All Items,Index,77.618,2011-02-01
2011 Mar,All Items,Index,77.722,2011-03-01
2011 Apr,All Items,Index,77.992,2011-04-01
2011 May,All Items,Index,78.462,2011-05-01
2011 Jun,All Items,Index,78.277,2011-06-01
2011 Jul,All Items,Index,79.433,2011-07-01
2011 Aug,All Items,Index,80.005,2011-08-01
2011 Sep,All Items,Index,79.856,2011-09-01
2011 Oct,All Items,Index,80.183,2011-10-01
2011 Nov,All Items,Index,80.63,2011-11-01
2011 Dec,All Items,Index,80.663,2011-12-01
2012 Jan,All Items,Index,81.412,2012-01-01
2012 Feb,All Items,Index,81.19,2012-02-01
2012 Mar,All Items,Index,81.806,2012-03-01
2012 Apr,All Items,Index,82.245,2012-04-01
2012 May,All Items,Index,82.418,2012-05-01
2012 Jun,All Items,Index,82.423,2012-06-01
2012 Jul,All Items,Index,82.614,2012-07-01
2012 Aug,All Items,Index,83.128,2012-08-01
2012 Sep,All Items,Index,83.604,2012-09-01
2012 Oct,All Items,Index,83.434,2012-10-01
2012 Nov,All Items,Index,83.54,2012-11-01
2012 Dec,All Items,Index,84.151,2012-12-01
2013 Jan,All Items,Index,84.315,2013-01-01
2013 Feb,All Items,Index,85.162,2013-02-01
2013 Mar,All Items,Index,84.703,2013-03-01
2013 Apr,All Items,Index,83.448,2013-04-01
2013 May,All Items,Index,83.746,2013-05-01
2013 Jun,All Items,Index,83.917,2013-06-01
2013 Jul,All Items,Index,84.151,2013-07-01
2013 Aug,All Items,Index,84.829,2013-08-01
2013 Sep,All Items,Index,84.954,2013-09-01
2013 Oct,All Items,Index,85.088,2013-10-01
2013 Nov,All Items,Index,85.689,2013-11-01
2013 Dec,All Items,Index,85.417,2013-12-01
2014 Jan,All Items,Index,85.511,2014-01-01
2014 Feb,All Items,Index,85.491,2014-02-01
2014 Mar,All Items,Index,85.719,2014-03-01
2014 Apr,All Items,Index,85.369,2014-04-01
2014 May,All Items,Index,85.656,2014-05-01
2014 Jun,All Items,Index,85.513,2014-06-01
2014 Jul,All Items,Index,85.258,2014-07-01
2014 Aug,All Items,Index,85.714,2014-08-01
2014 Sep,All Items,Index,85.556,2014-09-01
2014 Oct,All Items,Index,85.3,2014-10-01
2014 Nov,All Items,Index,85.46,2014-11-01
2014 Dec,All Items,Index,85.363,2014-12-01
2015 Jan,All Items,Index,85.179,2015-01-01
2015 Feb,All Items,Index,85.257,2015-02-01
2015 Mar,All Items,Index,85.463,2015-03-01
2015 Apr,All Items,Index,84.93,2015-04-01
2015 May,All Items,Index,85.317,2015-05-01
2015 Jun,All Items,Index,85.225,2015-06-01
2015 Jul,All Items,Index,84.921,2015-07-01
2015 Aug,All Items,Index,85.002,2015-08-01
2015 Sep,All Items,Index,85.003,2015-09-01
2015 Oct,All Items,Index,84.637,2015-10-01
2015 Nov,All Items,Index,84.807,2015-11-01
2015 Dec,All Items,Index,84.814,2015-12-01
2016 Jan,All Items,Index,84.628,2016-01-01
2016 Feb,All Items,Index,84.542,2016-02-01
2016 Mar,All Items,Index,84.577,2016-03-01
2016 Apr,All Items,Index,84.534,2016-04-01
2016 May,All Items,Index,83.983,2016-05-01
2016 Jun,All Items,Index,84.607,2016-06-01
2016 Jul,All Items,Index,84.37,2016-07-01
2016 Aug,All Items,Index,84.786,2016-08-01
2016 Sep,All Items,Index,84.794,2016-09-01
2016 Oct,All Items,Index,84.551,2016-10-01
2016 Nov,All Items,Index,84.822,2016-11-01
2016 Dec,All Items,Index,84.954,2016-12-01
2017 Jan,All Items,Index,85.102,2017-01-01
2017 Feb,All Items,Index,85.1,2017-02-01
2017 Mar,All Items,Index,85.136,2017-03-01
2017 Apr,All Items,Index,84.877,2017-04-01
2017 May,All Items,Index,85.164,2017-05-01
2017 Jun,All Items,Index,85.043,2017-06-01
2017 Jul,All Items,Index,84.845,2017-07-01
2017 Aug,All Items,Index,85.129,2017-08-01
2017 Sep,All Items,Index,85.11,2017-09-01
2017 Oct,All Items,Index,84.865,2017-10-01
2017 Nov,All Items,Index,85.358,2017-11-01
2017 Dec,All Items,Index,85.274,2017-12-01
2018 Jan,All Items,Index,85.11,2018-01-01
2018 Feb,All Items,Index,85.51,2018-02-01
2018 Mar,All Items,Index,85.337,2018-03-01
2018 Apr,All Items,Index,84.937,2018-04-01
2018 May,All Items,Index,85.466,2018-05-01
2018 Jun,All Items,Index,85.514,2018-06-01
2018 Jul,All Items,Index,85.39,2018-07-01
2018 Aug,All Items,Index,85.749,2018-08-01
2018 Sep,All Items,Index,85.729,2018-09-01
2018 Oct,All Items,Index,85.465,2018-10-01
2018 Nov,All Items,Index,85.606,2018-11-01
2018 Dec,All Items,Index,85.67,2018-12-01
2019 Jan,All Items,Index,85.416,2019-01-01
2019 Feb,All Items,Index,85.901,2019-02-01
2019 Mar,All Items,Index,85.917,2019-03-01
2019 Apr,All Items,Index,85.73,2019-04-01
2019 May,All Items,Index,86.221,2019-05-01
2019 Jun,All Items,Index,85.974,2019-06-01
2019 Jul,All Items,Index,85.587,2019-07-01
2019 Aug,All Items,Index,86.123,2019-08-01
2019 Sep,All Items,Index,86.069,2019-09-01
2019 Oct,All Items,Index,85.883,2019-10-01
2019 Nov,All Items,Index,86.16,2019-11-01
2019 Dec,All Items,Index,86.325,2019-12-01
2020 Jan,All Items,Index,86.121,2020-01-01
2020 Feb,All Items,Index,86.183,2020-02-01
2020 Mar,All Items,Index,85.888,2020-03-01
2020 Apr,All Items,Index,85.098,2020-04-01
2020 May,All Items,Index,85.502,2020-05-01
2020 Jun,All Items,Index,85.52,2020-06-01
2020 Jul,All Items,Index,85.245,2020-07-01
2020 Aug,All Items,Index,85.787,2020-08-01
2020 Sep,All Items,Index,86.073,2020-09-01
2020 Oct,All Items,Index,85.709,2020-10-01
2020 Nov,All Items,Index,86.047,2020-11-01
2020 Dec,All Items,Index,86.358,2020-12-01
2021 Jan,All Items,Index,86.334,2021-01-01
2021 Feb,All Items,Index,86.827,2021-02-01
2021 Mar,All Items,Index,87.019,2021-03-01
2021 Apr,All Items,Index,86.875,2021-04-01
2021 May,All Items,Index,87.574,2021-05-01
2021 Jun,All Items,Index,87.569,2021-06-01
2021 Jul,All Items,Index,87.398,2021-07-01
2021 Aug,All Items,Index,87.882,2021-08-01
2021 Sep,All Items,Index,88.248,2021-09-01
2021 Oct,All Items,Index,88.5,2021-10-01
2021 Nov,All Items,Index,89.369,2021-11-01
2021 Dec,All Items,Index,89.781,2021-12-01
2022 Jan,All Items,Index,89.81,2022-01-01
2022 Feb,All Items,Index,90.59,2022-02-01
2022 Mar,All Items,Index,91.715,2022-03-01
2022 Apr,All Items,Index,91.594,2022-04-01
2022 May,All Items,Index,92.502,2022-05-01
2022 Jun,All Items,Index,93.423,2022-06-01
2022 Jul,All Items,Index,93.563,2022-07-01
2022 Aug,All Items,Index,94.445,2022-08-01
2022 Sep,All Items,Index,94.854,2022-09-01
2022 Oct,All Items,Index,94.475,2022-10-01
2022 Nov,All Items,Index,95.396,2022-11-01
2022 Dec,All Items,Index,95.591,2022-12-01
2023 Jan,All Items,Index,95.772,2023-01-01
2023 Feb,All Items,Index,96.308,2023-02-01
2023 Mar,All Items,Index,96.792,2023-03-01
2023 Apr,All Items,Index,96.869,2023-04-01
2023 May,All Items,Index,97.181,2023-05-01
2023 Jun,All Items,Index,97.645,2023-06-01
2023 Jul,All Items,Index,97.417,2023-07-01
2023 Aug,All Items,Index,98.278,2023-08-01
2023 Sep,All Items,Index,98.776,2023-09-01
2023 Oct,All Items,Index,98.974,2023-10-01
2023 Nov,All Items,Index,98.808,2023-11-01
2023 Dec,All Items,Index,99.177,2023-12-01
2024 Jan,All Items,Index,98.752,2024-01-01
2024 Feb,All Items,Index,99.755,2024-02-01
2024 Mar,All Items,Index,99.712,2024-03-01
2024 Apr,All Items,Index,99.426,2024-04-01
2024 May,All Items,Index,100.209,2024-05-01
2024 Jun,All Items,Index,100.104,2024-06-01
2024 Jul,All Items,Index,99.818,2024-07-01
2024 Aug,All Items,Index,100.414,2024-08-01
2024 Sep,All Items,Index,100.645,2024-09-01
2024 Oct,All Items,Index,100.119,2024-10-01
2024 Nov,All Items,Index,100.387,2024-11-01
2024 Dec,All Items,Index,100.661,2024-12-01
2025 Jan,All Items,Index,99.908,2025-01-01
2025 Feb,All Items,Index,100.677,2025-02-01
2025 Mar,All Items,Index,100.599,2025-03-01
2025 Apr,All Items,Index,100.283,2025-04-01
2025 May,All Items,Index,100.978,2025-05-01
2025 Jun,All Items,Index,100.9,2025-06-01
2025 Jul,All Items,Index,100.447,2025-07-01
2025 Aug,All Items,Index,100.963,2025-08-01
2025 Sep,All Items,Index,101.32,2025-09-01
2025 Oct,All Items,Index,101.33,2025-10-01
2025 Nov,All Items,Index,101.579,2025-11-01
2025 Dec,All Items,Index,101.854,2025-12-01
2026 Jan,All Items,Index,101.333,2026-01-01
2026 Feb,All Items,Index,101.918,2026-02-01
2026 Mar,All Items,Index,102.405,2026-03-01
2026 Apr,All Items,Index,102.052,2026-04-01
1961 Jan,Food,Index,18.655,1961-01-01
1961 Feb,Food,Index,18.672,1961-02-01
1961 Mar,Food,Index,18.711,1961-03-01
1961 Apr,Food,Index,18.156,1961-04-01
1961 May,Food,Index,17.98,1961-05-01
1961 Jun,Food,Index,18.215,1961-06-01
1961 Jul,Food,Index,18.285,1961-07-01
1961 Aug,Food,Index,18.608,1961-08-01
1961 Sep,Food,Index,18.442,1961-09-01
1961 Oct,Food,Index,18.535,1961-10-01
1961 Nov,Food,Index,18.61,1961-11-01
1961 Dec,Food,Index,18.584,1961-12-01
1962 Jan,Food,Index,18.746,1962-01-01
1962 Feb,Food,Index,18.949,1962-02-01
1962 Mar,Food,Index,18.489,1962-03-01
1962 Apr,Food,Index,18.325,1962-04-01
1962 May,Food,Index,18.313,1962-05-01
1962 Jun,Food,Index,18.463,1962-06-01
1962 Jul,Food,Index,18.541,1962-07-01
1962 Aug,Food,Index,18.446,1962-08-01
1962 Sep,Food,Index,18.595,1962-09-01
1962 Oct,Food,Index,18.523,1962-10-01
1962 Nov,Food,Index,18.733,1962-11-01
1962 Dec,Food,Index,18.826,1962-12-01
1963 Jan,Food,Index,19.466,1963-01-01
1963 Feb,Food,Index,19.708,1963-02-01
1963 Mar,Food,Index,19.077,1963-03-01
1963 Apr,Food,Index,18.738,1963-04-01
1963 May,Food,Index,18.904,1963-05-01
1963 Jun,Food,Index,19.006,1963-06-01
1963 Jul,Food,Index,18.913,1963-07-01
1963 Aug,Food,Index,18.988,1963-08-01
1963 Sep,Food,Index,19.124,1963-09-01
1963 Oct,Food,Index,19.906,1963-10-01
1963 Nov,Food,Index,19.638,1963-11-01
1963 Dec,Food,Index,19.688,1963-12-01
1964 Jan,Food,Index,19.916,1964-01-01
1964 Feb,Food,Index,20.065,1964-02-01
1964 Mar,Food,Index,19.932,1964-03-01
1964 Apr,Food,Index,19.472,1964-04-01
1964 May,Food,Index,19.503,1964-05-01
1964 Jun,Food,Index,19.403,1964-06-01
1964 Jul,Food,Index,19.558,1964-07-01
1964 Aug,Food,Index,20.055,1964-08-01
1964 Sep,Food,Index,19.91,1964-09-01
1964 Oct,Food,Index,19.671,1964-10-01
1964 Nov,Food,Index,19.591,1964-11-01
1964 Dec,Food,Index,19.871,1964-12-01
1965 Jan,Food,Index,19.963,1965-01-01
1965 Feb,Food,Index,19.853,1965-02-01
1965 Mar,Food,Index,19.658,1965-03-01
1965 Apr,Food,Index,19.152,1965-04-01
1965 May,Food,Index,19.422,1965-05-01
1965 Jun,Food,Index,19.551,1965-06-01
1965 Jul,Food,Index,19.343,1965-07-01
1965 Aug,Food,Index,19.572,1965-08-01
1965 Sep,Food,Index,19.691,1965-09-01
1965 Oct,Food,Index,19.658,1965-10-01
1965 Nov,Food,Index,19.833,1965-11-01
1965 Dec,Food,Index,20.085,1965-12-01
1966 Jan,Food,Index,20.478,1966-01-01
1966 Feb,Food,Index,20.161,1966-02-01
1966 Mar,Food,Index,19.888,1966-03-01
1966 Apr,Food,Index,20.012,1966-04-01
1966 May,Food,Index,19.994,1966-05-01
1966 Jun,Food,Index,20.1,1966-06-01
1966 Jul,Food,Index,20.227,1966-07-01
1966 Aug,Food,Index,20.466,1966-08-01
1966 Sep,Food,Index,20.25,1966-09-01
1966 Oct,Food,Index,20.032,1966-10-01
1966 Nov,Food,Index,20.275,1966-11-01
1966 Dec,Food,Index,20.502,1966-12-01
1967 Jan,Food,Index,20.97,1967-01-01
1967 Feb,Food,Index,20.966,1967-02-01
1967 Mar,Food,Index,20.783,1967-03-01
1967 Apr,Food,Index,20.234,1967-04-01
1967 May,Food,Index,20.513,1967-05-01
1967 Jun,Food,Index,20.918,1967-06-01
1967 Jul,Food,Index,21.367,1967-07-01
1967 Aug,Food,Index,21.22,1967-08-01
1967 Sep,Food,Index,21.511,1967-09-01
1967 Oct,Food,Index,21.366,1967-10-01
1967 Nov,Food,Index,21.698,1967-11-01
1967 Dec,Food,Index,22.026,1967-12-01
1968 Jan,Food,Index,22.044,1968-01-01
1968 Feb,Food,Index,21.626,1968-02-01
1968 Mar,Food,Index,21.493,1968-03-01
1968 Apr,Food,Index,21.421,1968-04-01
1968 May,Food,Index,20.834,1968-05-01
1968 Jun,Food,Index,20.835,1968-06-01
1968 Jul,Food,Index,21.003,1968-07-01
1968 Aug,Food,Index,21.271,1968-08-01
1968 Sep,Food,Index,21.055,1968-09-01
1968 Oct,Food,Index,20.946,1968-10-01
1968 Nov,Food,Index,20.869,1968-11-01
1968 Dec,Food,Index,20.804,1968-12-01
1969 Jan,Food,Index,20.75,1969-01-01
1969 Feb,Food,Index,20.673,1969-02-01
1969 Mar,Food,Index,20.807,1969-03-01
1969 Apr,Food,Index,20.68,1969-04-01
1969 May,Food,Index,20.983,1969-05-01
1969 Jun,Food,Index,20.805,1969-06-01
1969 Jul,Food,Index,20.666,1969-07-01
1969 Aug,Food,Index,20.791,1969-08-01
1969 Sep,Food,Index,20.834,1969-09-01
1969 Oct,Food,Index,20.563,1969-10-01
1969 Nov,Food,Index,20.94,1969-11-01
1969 Dec,Food,Index,21.416,1969-12-01
1970 Jan,Food,Index,21.014,1970-01-01
1970 Feb,Food,Index,21.027,1970-02-01
1970 Mar,Food,Index,20.491,1970-03-01
1970 Apr,Food,Index,20.467,1970-04-01
1970 May,Food,Index,20.49,1970-05-01
1970 Jun,Food,Index,20.436,1970-06-01
1970 Jul,Food,Index,20.794,1970-07-01
1970 Aug,Food,Index,20.764,1970-08-01
1970 Sep,Food,Index,20.704,1970-09-01
1970 Oct,Food,Index,20.742,1970-10-01
1970 Nov,Food,Index,20.655,1970-11-01
1970 Dec,Food,Index,20.889,1970-12-01
1971 Jan,Food,Index,21.951,1971-01-01
1971 Feb,Food,Index,21.283,1971-02-01
1971 Mar,Food,Index,21.048,1971-03-01
1971 Apr,Food,Index,20.599,1971-04-01
1971 May,Food,Index,20.933,1971-05-01
1971 Jun,Food,Index,21.026,1971-06-01
1971 Jul,Food,Index,21.174,1971-07-01
1971 Aug,Food,Index,21.021,1971-08-01
1971 Sep,Food,Index,21.273,1971-09-01
1971 Oct,Food,Index,21.037,1971-10-01
1971 Nov,Food,Index,21.247,1971-11-01
1971 Dec,Food,Index,21.535,1971-12-01
1972 Jan,Food,Index,21.591,1972-01-01
1972 Feb,Food,Index,21.553,1972-02-01
1972 Mar,Food,Index,21.482,1972-03-01
1972 Apr,Food,Index,21.045,1972-04-01
1972 May,Food,Index,21.149,1972-05-01
1972 Jun,Food,Index,21.26,1972-06-01
1972 Jul,Food,Index,21.492,1972-07-01
1972 Aug,Food,Index,21.82,1972-08-01
1972 Sep,Food,Index,22.067,1972-09-01
1972 Oct,Food,Index,21.671,1972-10-01
1972 Nov,Food,Index,21.99,1972-11-01
1972 Dec,Food,Index,23.228,1972-12-01
1973 Jan,Food,Index,23.261,1973-01-01
1973 Feb,Food,Index,24.603,1973-02-01
1973 Mar,Food,Index,24.621,1973-03-01
1973 Apr,Food,Index,24.738,1973-04-01
1973 May,Food,Index,26.64,1973-05-01
1973 Jun,Food,Index,28.194,1973-06-01
1973 Jul,Food,Index,30.546,1973-07-01
1973 Aug,Food,Index,31.034,1973-08-01
1973 Sep,Food,Index,30.968,1973-09-01
1973 Oct,Food,Index,32.719,1973-10-01
1973 Nov,Food,Index,35.038,1973-11-01
1973 Dec,Food,Index,34.276,1973-12-01
1974 Jan,Food,Index,35.708,1974-01-01
1974 Feb,Food,Index,36.355,1974-02-01
1974 Mar,Food,Index,36.307,1974-03-01
1974 Apr,Food,Index,35.365,1974-04-01
1974 May,Food,Index,35.344,1974-05-01
1974 Jun,Food,Index,35.521,1974-06-01
1974 Jul,Food,Index,35.683,1974-07-01
1974 Aug,Food,Index,36.081,1974-08-01
1974 Sep,Food,Index,36.748,1974-09-01
1974 Oct,Food,Index,37.303,1974-10-01
1974 Nov,Food,Index,37.374,1974-11-01
1974 Dec,Food,Index,37.89,1974-12-01
1975 Jan,Food,Index,38.154,1975-01-01
1975 Feb,Food,Index,38.299,1975-02-01
1975 Mar,Food,Index,36.943,1975-03-01
1975 Apr,Food,Index,36.426,1975-04-01
1975 May,Food,Index,36.447,1975-05-01
1975 Jun,Food,Index,36.561,1975-06-01
1975 Jul,Food,Index,36.537,1975-07-01
1975 Aug,Food,Index,36.821,1975-08-01
1975 Sep,Food,Index,36.465,1975-09-01
1975 Oct,Food,Index,35.784,1975-10-01
1975 Nov,Food,Index,35.825,1975-11-01
1975 Dec,Food,Index,36.083,1975-12-01
1976 Jan,Food,Index,35.809,1976-01-01
1976 Feb,Food,Index,35.798,1976-02-01
1976 Mar,Food,Index,34.852,1976-03-01
1976 Apr,Food,Index,34.223,1976-04-01
1976 May,Food,Index,34.454,1976-05-01
1976 Jun,Food,Index,34.107,1976-06-01
1976 Jul,Food,Index,34.059,1976-07-01
1976 Aug,Food,Index,33.97,1976-08-01
1976 Sep,Food,Index,33.84,1976-09-01
1976 Oct,Food,Index,33.772,1976-10-01
1976 Nov,Food,Index,34.141,1976-11-01
1976 Dec,Food,Index,34.624,1976-12-01
1977 Jan,Food,Index,35.404,1977-01-01
1977 Feb,Food,Index,35.79,1977-02-01
1977 Mar,Food,Index,35.346,1977-03-01
1977 Apr,Food,Index,34.772,1977-04-01
1977 May,Food,Index,35.25,1977-05-01
1977 Jun,Food,Index,35.445,1977-06-01
1977 Jul,Food,Index,36.051,1977-07-01
1977 Aug,Food,Index,37.04,1977-08-01
1977 Sep,Food,Index,37.464,1977-09-01
1977 Oct,Food,Index,36.375,1977-10-01
1977 Nov,Food,Index,36.833,1977-11-01
1977 Dec,Food,Index,38.203,1977-12-01
1978 Jan,Food,Index,37.766,1978-01-01
1978 Feb,Food,Index,38.287,1978-02-01
1978 Mar,Food,Index,37.258,1978-03-01
1978 Apr,Food,Index,37.27,1978-04-01
1978 May,Food,Index,37.52,1978-05-01
1978 Jun,Food,Index,37.641,1978-06-01
1978 Jul,Food,Index,37.878,1978-07-01
1978 Aug,Food,Index,38.205,1978-08-01
1978 Sep,Food,Index,38.309,1978-09-01
1978 Oct,Food,Index,37.969,1978-10-01
1978 Nov,Food,Index,38.378,1978-11-01
1978 Dec,Food,Index,38.237,1978-12-01
1979 Jan,Food,Index,38.13,1979-01-01
1979 Feb,Food,Index,37.883,1979-02-01
1979 Mar,Food,Index,37.583,1979-03-01
1979 Apr,Food,Index,37.94,1979-04-01
1979 May,Food,Index,38.224,1979-05-01
1979 Jun,Food,Index,38.386,1979-06-01
1979 Jul,Food,Index,38.944,1979-07-01
1979 Aug,Food,Index,39.698,1979-08-01
1979 Sep,Food,Index,39.746,1979-09-01
1979 Oct,Food,Index,39.705,1979-10-01
1979 Nov,Food,Index,40.361,1979-11-01
1979 Dec,Food,Index,40.926,1979-12-01
1980 Jan,Food,Index,40.629,1980-01-01
1980 Feb,Food,Index,41.743,1980-02-01
1980 Mar,Food,Index,41.484,1980-03-01
1980 Apr,Food,Index,41.767,1980-04-01
1980 May,Food,Index,41.678,1980-05-01
1980 Jun,Food,Index,41.797,1980-06-01
1980 Jul,Food,Index,42.116,1980-07-01
1980 Aug,Food,Index,42.418,1980-08-01
1980 Sep,Food,Index,42.098,1980-09-01
1980 Oct,Food,Index,42.246,1980-10-01
1980 Nov,Food,Index,42.787,1980-11-01
1980 Dec,Food,Index,42.795,1980-12-01
1981 Jan,Food,Index,42.771,1981-01-01
1981 Feb,Food,Index,43.639,1981-02-01
1981 Mar,Food,Index,43.814,1981-03-01
1981 Apr,Food,Index,44.236,1981-04-01
1981 May,Food,Index,45.167,1981-05-01
1981 Jun,Food,Index,45.681,1981-06-01
1981 Jul,Food,Index,46.658,1981-07-01
1981 Aug,Food,Index,47.893,1981-08-01
1981 Sep,Food,Index,47.49,1981-09-01
1981 Oct,Food,Index,47.494,1981-10-01
1981 Nov,Food,Index,48.058,1981-11-01
1981 Dec,Food,Index,48.858,1981-12-01
1982 Jan,Food,Index,49.754,1982-01-01
1982 Feb,Food,Index,48.812,1982-02-01
1982 Mar,Food,Index,47.796,1982-03-01
1982 Apr,Food,Index,47.798,1982-04-01
1982 May,Food,Index,47.816,1982-05-01
1982 Jun,Food,Index,48.096,1982-06-01
1982 Jul,Food,Index,47.755,1982-07-01
1982 Aug,Food,Index,48.117,1982-08-01
1982 Sep,Food,Index,48.261,1982-09-01
1982 Oct,Food,Index,47.828,1982-10-01
1982 Nov,Food,Index,48.327,1982-11-01
1982 Dec,Food,Index,48.911,1982-12-01
1983 Jan,Food,Index,48.36,1983-01-01
1983 Feb,Food,Index,48.252,1983-02-01
1983 Mar,Food,Index,48.041,1983-03-01
1983 Apr,Food,Index,48.074,1983-04-01
1983 May,Food,Index,48.719,1983-05-01
1983 Jun,Food,Index,48.049,1983-06-01
1983 Jul,Food,Index,48.362,1983-07-01
1983 Aug,Food,Index,48.46,1983-08-01
1983 Sep,Food,Index,48.832,1983-09-01
1983 Oct,Food,Index,48.502,1983-10-01
1983 Nov,Food,Index,48.939,1983-11-01
1983 Dec,Food,Index,49.012,1983-12-01
1984 Jan,Food,Index,49.524,1984-01-01
1984 Feb,Food,Index,50.96,1984-02-01
1984 Mar,Food,Index,49.383,1984-03-01
1984 Apr,Food,Index,49.32,1984-04-01
1984 May,Food,Index,49.225,1984-05-01
1984 Jun,Food,Index,49.447,1984-06-01
1984 Jul,Food,Index,49.137,1984-07-01
1984 Aug,Food,Index,49.432,1984-08-01
1984 Sep,Food,Index,48.79,1984-09-01
1984 Oct,Food,Index,48.653,1984-10-01
1984 Nov,Food,Index,48.31,1984-11-01
1984 Dec,Food,Index,48.292,1984-12-01
1985 Jan,Food,Index,48.599,1985-01-01
1985 Feb,Food,Index,49.16,1985-02-01
1985 Mar,Food,Index,48.88,1985-03-01
1985 Apr,Food,Index,48.507,1985-04-01
1985 May,Food,Index,48.477,1985-05-01
1985 Jun,Food,Index,48.534,1985-06-01
1985 Jul,Food,Index,48.809,1985-07-01
1985 Aug,Food,Index,48.951,1985-08-01
1985 Sep,Food,Index,48.599,1985-09-01
1985 Oct,Food,Index,48.413,1985-10-01
1985 Nov,Food,Index,48.291,1985-11-01
1985 Dec,Food,Index,48.329,1985-12-01
